product_category_name_english,review_comment_title,review_comment_message
sports_leisure,Excelente produto correto,"Nóta 10 tudo perfeito
Produto muito bem embalado."
watches_gifts,super recomendado,"Me surpreendi. Estava com medo de comprar por causa da má fama da lannister.com

Agora voltarei a comprar no site. "
watches_gifts,recomendo,"Recomendo sim essa loja, veio td corretamente até td que comprei aqui, pois a concorrente de vcs pisaram na bola e não compro mais nela..."
watches_gifts,Produto pendente,"Boa noite, 
Fui verificar o andamento do produto e visualizei no email que o produto havia sido entregue, sendo que não recebi nada.
Aguardo resposta.
O que está havendo afinal ?"
watches_gifts,recomendo,"Ótimo produto da marca Casio, mto fácil de manusear e configurar, chegou embalado tudo certinho, veio dentro do prazo, mas considero o prazo é extenso."
watches_gifts,não recomendo ,"Gostaria de ter falado com atendente para esclarecer uma duvida . só dava a secretaria eletrônica, enviei e-mail mas nada o objeto chegou e nem resposta tive.

 "
watches_gifts,bom,nada contra
watches_gifts,Top,Top essa loja
watches_gifts,Show,Sensacional 
watches_gifts,Super Recomendado,Muito Bom!
watches_gifts,Ótimo,Muito rápido na entrega 
watches_gifts,Ótimo produto ,"Relógio muito bonito, chegou antes do prazo, bem embalado, bom custo benefício"
home_appliances_2,Muito bom,A entrega foi muito antes do prazo.
housewares,Decepcionado,"Recebi um e-mail de que não enviariam pois não tem o produto em estoque, mas estornariam o dinheiro.. porém veio a cobrança no meu cartão da primeira parcela, como vamos resolver?"
health_beauty,Bom,"Tudo veio nos conformes, obrigado!"
pet_shop,Excelente,Ótimo produto. Entrega antes do previsto.
fashion_bags_accessories,Não recebi o produto ,"Além de não chegar no prazo não consigo rastrear ..
Só diz que há dificuldades na íntregra e mas nada !"
garden_tools,ENTREGA RÁPIDA,PRODUTO ENTREGUE ANTES DA DATA MARCADA. PARABÉNS
garden_tools,entrega,"a entrega foi bem rapda, otimo trabalho parabens"
toys,Ok,Boa
sports_leisure,Excelente,Prazo de entrega excelente e produto cuidadosamente embalado! Recomendo!
pet_shop,Super recomendado.,"Excelente, do pedido até a entrega. Parabéns."
furniture_decor,recomendo,veio na cor escura.
furniture_decor,Veio errado,Comprei bege e veio preto com desenho diferente
bed_bath_table,super recomendo ,Parabéns pela respeito ao consumidor ! 
bed_bath_table,Ótimo,"Recebido no prazo, chegaram os item separados, um em um dias outro em outro dia, mas tudo funcionando perfeitamente!!"
auto,Produto bom,"Produto de qualidade, entrega demorada, prometeram 15 dias úteis, após finalizar a compra alterou para 25 dia úteis. Poderiam ser mais rápidos ou passar informação correta de prazos. No mais, tudo ok."
pet_shop,Top,"Comprei o produto,a entrega dentro do esperado,o produto em perfeito estado!!
Eu recomendo!!!!
Muito bom pode confiar!!
"
telephony,não recomendo,"eles enviam o produto para der retirado no correio, e o correio só nos avisa após o produto ser devolvido"
consoles_games,Excelente,Produto conforme anúncio. Entrega dentro do prazo. 
stationery,Ótima loja,"A minha encomenda chegou no prazo sertinho tudo ok 
"
sports_leisure,Super Recomendado,"O produto veio bem rápido e em ótimas condições. Compararia novamente e recomendo.
Abs.,"
computers_accessories,Erro no modelo ,"Gostaria de pedir a troca do produto, pois mandaram o modelo arredo. "
cool_stuff,ruim,"muita demora para entregar, um produto tão pequeno."
cool_stuff,Prazo não cumprido,Houve atraso de 6 dias em relação ao informado e não houve atualização da data.
cool_stuff,Recomendo!,Muito bom! Recomendo a todos!
cool_stuff,Bom atendimento ,"Recebi informação sobre a situação do meu pedido até o recebimento. Chegou no prazo e o produto é o que eu especifiquei.
"
cool_stuff,Excelente,Produtos em perfeita ordem e prazo correto.
cool_stuff,Não recomendo,"Comprei um par de cartuchos para impressora Hp122 como originais em tamanho XL, porém recebi um cartucho preeto que não imprimiu e segundo um tecnico de impressoras, não é original nem em tamanho XL"
cool_stuff,Ótima,Bem embalado e chegou antes do prazo...
cool_stuff,NAO ENTREGUE,"SEM INFORMAÇÕES SOBRE O PARADEIRO
"
cool_stuff,ruim,"pedido efetuado e pago em 06/08/2018, e ainda não entregue"
cool_stuff,eu recomendo otimo,"chegou antes do prazo., produto correto mto bom eu recomendo a loja..."
cool_stuff,Não sei se recomendo,"tive problemas com o cartucho preto.
Minha impressora exibe a mensagem de cartucho danificado ou não reconhecido."
cool_stuff,Cartuchos HP,"Os produtos chegaram no prazo previsto, na embalagem original e bem acondicionados."
cool_stuff,recmendo,Pontualidade
cool_stuff,produto suspeito,"A IMPRESSORA DETECTOU QUE UM DOS CARTUCHOS NÃO É ORIGINAL, O PRETO"
cool_stuff,Ótimo preço,A entrega poderia ser em 5 dias. O preço compensa.
cool_stuff,Muito boa,"O produto veio bem embalado e correto, chegou antes do prazo previsto. Sempre comprei e compro no stark e recomendo."
cool_stuff,Chatice!,Coisa mais chata isso de ficar perguntando a gente como foi a compra. Faz a sua obrigação e ponto final!
watches_gifts,Boa,Não recebi a nota fiscal do produto. Preciso da nota.
watches_gifts,super recomenndado,muito bom mercadoria entregue antes do prazo e do jeito que pedimos
watches_gifts,Ainda nao recebi a compra,"Nao recebi a compra acreditando que seja por motivo TALVEZ da greve dos caminhoneiros, porem niguem entrou em contato para esclarecimento. Me gerando Dúvida realmente o que esteja se passando!."
watches_gifts,Entrega rápida,recomendo
watches_gifts,Led queimados,Um relógio veio com alguns leds queimados.
watches_gifts,Produto ainda não chegou,Produto ainda não foi entregue.
watches_gifts,Excelente,Site confiável . Recomendo!!!
watches_gifts,Bom,gostei muito do produto e recomendo para quem quer um relógio digital completo.
watches_gifts,Satisfeito com a compra,"Satisfeito com a compra, único detalhe é que o produto poderia vir com as instruções em português, no mais tudo certo, recomendo."
watches_gifts,Boa,"Gostei muito do produto, porém chegou bem atrasado, na vdd no ato da compra dizia 19 dias e depois foi para um mês, se for se basear no um mês chegou adiantado, não veio embalada e estragou toda caixa"
watches_gifts,Tudo ok!,Produto ok! Entrega ok! 
watches_gifts,Super recomendo,Muito rapido antes do prazo 
watches_gifts,Greves,Ainda nas mãos do correio
watches_gifts,"Super recomendo, sem dúvi","Estou muito satisfeito, pois, está compra foi para presentear a minha Querida Mãe."
watches_gifts,otimo,"muito bom obrigado pelo atendimento, eu recomendo"
watches_gifts,Excelente,Compro e recomendo
watches_gifts,recomendado,recebemos o produto.
watches_gifts,Muito bom ,Show super recomendo
watches_gifts,produto muito bom,recomendo quem estiver a procura.
watches_gifts,Não foi entregue o pedido,"Bom dia 
Das 6 unidades compradas só recebi 4 unidades, estou aguardando as demais"
watches_gifts,ótima,excelente produto
watches_gifts,Bom,Chegou antes do prazo
watches_gifts,recomendo,OTIMO PRODUTO TUDO DENTRO DO ESPERADO
watches_gifts,otimo,"indico produto de alta qualidade, recebi antes do prazo combinado."
watches_gifts,Erro de entrega,"Comprei 2 relógios e recebi somente 1. Assinei a entrega porque imaginei que viriam em duas entregas separadas, porém quando abri na nota fiscal estão os dois. Espero urgente uma posição."
watches_gifts,Vou avaliar na instalação,O produto ainda não foi instalado
housewares,Embalagem ,"Produto de boa qualidade , entrega rápida, infelizmente não foi bem embalado e chegou com um produto quebrado !"
housewares,Excelente!,Excelente!
auto,Não recebi o produto ,Não recebi o produto ainda 
sports_leisure,Tudo certo!,Pedi e chegou no tempo e o produto certo!
housewares,Eu quero meu produto," Comprei a Garrafa térmica,E um kit de toalhas de 10 toalhas,porém só chegou a Garrafa,Até agora nada Das toalhas.......quero muito um retorno por favor"
housewares,Produto muito bom! ,"O produto é muito bom. A entrega foi bem rápida. Apenas não gostei da forma com veio embalado, a caixa amassada, além de não ser a caixa própria do produto. Porém o produto em si está ótimo. "
computers_accessories,capa de notbuk ,Veio conforme o anunciado simples mais bonita. 
computers_accessories,Muito bom o produto,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns."
home_appliances,PRODUTO NÃO RECEBIDO AIND,AINDA NÃO RECEBI O PRODUTO 
auto,O produto veio errado,Produto veio errado e com um pedacinho do pano rasgado
construction_tools_construction,Avaliação de compra,"Excelente produto, e entrega super rápida! "
home_appliances,propaganda enganosa,no anuncio esta como original e me enviaram um produto similiar - propaganda inganosa 
auto,Ótima,"Parabéns, um excelente produto entregue conforme combinado."
cool_stuff,Recomendo,"O produto foi entregue antes do prazo, que, no entanto, era bastante amplo."
watches_gifts,Por enquanto,Por enquanto o relógio está funcionando corretamente.
toys,Satisfeita,Adorei a agilidade 
housewares,Bom,"O produto é bom,só a entrega que demorou"
health_beauty,Recomendo,As Joelheiras chegaram separadamente em dia diferentes.
agro_industry_and_commerce,Boa,O produto chegou rápido e da forma solicitada.
books_general_interest,excelente,foram rapidos na entrega e cumpriram com o anuncio.excelente
perfumery,Super recomendo,Entrega antes do prazo. Excelente.
sports_leisure,tablets quebrados,"alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto"
sports_leisure,Não Entrega De Protudo,Meu Produto Ainda Não Foi Entregue.
sports_leisure,Entrega do produto,Falta de atenção e respeito com cliente
sports_leisure,Nota dez,Ótima emoresa coerente com o serviço de entrega e também com os produtos
sports_leisure,Boa noite bom produto ,Boa noite estou com dificuldade de arrumar o RELÓGIO da pulseira e nem conectar o bluetooth 
sports_leisure,Parabéns!!!,Recebi antes do prazo. Fiquei muito satisfeito e realmente estão de parabéns!!!!
sports_leisure,tegular,"To tendo problemas,para. ativar no ceular,não consigo por pta funcionar"
health_beauty,boa compra,"boa compra, agora só acompanhar os resultados"
health_beauty,Recomendo,Foi muito fácil e rápida a compra e entrega.
health_beauty,Super recomento,Entrega Rápida...Produto correto.
health_beauty,recomendo sim,produto entregue antes do prazo!!!
health_beauty,Ótima ,Recebi no prazo certo. Foi super rápido. 
health_beauty,muito bom,muito bom
health_beauty,falta de contato de tel,não consigo nunca falar com as lojas lannister
housewares,ENTREGA PARCIAL,FORAM ADQUIRIDAS 4 UNIDADES. ATÉ O MOMENTO SÓ FORAM ENTREGUES 2 UNIDADES
furniture_decor,Adoreiii,"Comprei e chegou da antes do prazo, adorei, lindo, super recomendo! 
"
furniture_living_room,Super recomendo,Recebi um dos produtos até antes do prazo estipulado. Tudo perfeito e ótimo atendimento.
luggage_accessories,Não recebi,Não recebi ainda o produto
cool_stuff,Nao recebi tudo,Foi entregue apenas 2 capas das cadeiras sem a toalha de mesa sem outras 4 capas das cadeiras Isso que foi cobrado um preco muito alto pela entrega
sports_leisure,super recomendo,Entrega muito rápida
furniture_decor,RAPIDO E FACIL,MUITO BOM
furniture_decor,Boa qualidade,O produto chegou de acordo e tem boa qualidade. A estampa não é igual a foto e sim todo preto com visor transparente.
housewares,Recomendo à todos ,Lindo o produto !! Recomendo à todos !! 
housewares,Muito bom! ,"O produto chegou em ótima condição. 
Só o prazo de entrega foi adiado duas vezes. No mais tudo bem. 


"
bed_bath_table,Ruim,Recebi o produto errado. Solicitei a troca
stationery,Lancheira Homem aranha ,Produto de qualidade e entregue super rápido 
sports_leisure,Produto não funciona,O a cinta do produto não está funcionando.
sports_leisure,Produto Diferente,"Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual."
sports_leisure,Não recebi o produto,"Preciso do produto ,não foi entregue ainda ,só está demorando um pouco . Sem comentários ainda ."
health_beauty,Ótimo ,Recomendo para todos 
arts_and_craftmanship,Produto ainda não chegou,"Recebi um pacote com apenas um item do que comprei, estou com o recibo. O outro item não foi enviado e não consigo uma resposta do vendedor"
construction_tools_lights,Bom ,"Gostei da mercadoria , chegou rápido, mas não veio na voltagem certa "
cool_stuff,Muito rapido a entrega,Entrega antes do prozo 
cool_stuff,Muito boa,Comprei gostei e vou comprar outra agora 220 chegou bem antes do prazo parabéns
cool_stuff,Muito bom ,O produto é de qualidade faz juizo o que promete 
cool_stuff,Ótima,Recomendo!!! Sempre entregam antes do prazo! E chega tudo ok.
cool_stuff,Muito bom ,Tá de parabéns rapidez na entrega Maravilha 
cool_stuff,otima,muito bom
cool_stuff,Produto não entregue,Pensei que seria entregue antes do prazo mas nenhuma coisa nenhuma outra
cool_stuff,Top,TD certo
cool_stuff,Recomendo ,Uma boa entrega antes do prazo 
cool_stuff,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.
cool_stuff,Pontualidade,Entrega rápida.
home_confort,Nota 6,Não gostei do produto não recomendo a loja. 
home_confort,a melhor nota,O baratheon è esxelente Amo adoro o baratheon
furniture_decor,Pedido chegou incompleto,"Pedido chegou incompleto, abri um chamado e disseram resolver em 48 horas, porém ja ultrapassou o prazo"
housewares,recomendo,antes do prazo
bed_bath_table,recomendo,"Bom produto, macio e quentinho"
perfumery,otimo produto,"muito satisfeito otima qualidade
"
garden_tools,RECOMENDO,OTIMO
health_beauty,Bom,Produto original ótimo
electronics,REPROVACAO DO PRODUTO,"A entrega foi feita corretamente, dentro do prazo. Mas a qualidade do produto nao eh das melhores.."
watches_gifts,Shouwwww gosteiii muito ,Gostei muito .. está de parabéns 👏👏👏 Recomendo a loja..TOP
cine_photo,Eficácia,"Foi fácil e simples, como deve ser"
cine_photo,mediana,o produto foi entregue com atraso
electronics,Entrega antes do prazo ,"Produto em ótimo estado, funcionando e entregue antes do prazo. Ótima loja, obrigado."
baby,Entrega rápida ,"Produto chegou antes do previsto, e atendeu todas expectativas."
consoles_games,Esclarecimento,Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.
perfumery,Produto OK,Recebi o produto dentro do prazo estabelecido pela empresa. O produto é top! Recomendo o produto e a loja.
perfumery,Demora,"Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias. "
perfumery,Bom,Muito bom
perfumery,super,otima
toys,Excelente,Muito bom
telephony,Recomendo,"Entrega efetuada no prazo, produto bem embalada, sem defeitos aparentes, com encaixe ideal no celular."
home_appliances,cinco estrelas,otimo produto
sports_leisure,Com defeito,"Tampa da garrafa espanada, não fecha corretamente"
housewares,Super recomendo,Produto ótimo.
auto,boa ,entregue antes do previsto
auto,Super recomendo,"Produto entregue sem atraso e foi como esperado, produto de qualidade."
sports_leisure,Ótimo produto,Produto de boa qualidade.
small_appliances,Bom,Gostei
bed_bath_table,Atraso na entrega ,"Quero saber porque tanto atraso na minha encomenda, porque deram previsão de entrega para o dia 23/4 até hoje nada"
health_beauty,Produto conforme anunciad,Recomendo lugar seguro para compras
bed_bath_table,Muito bom,Amei comprar aqui adorei os produtos que eu comprei e a entrega super rapida
home_construction,Troca,Vou precisar trocar o produto porque a cor da lâmpada está errada.
books_general_interest,BOA,BOM ATENDIMENTO
auto,O outro produto não chego,O aspirador não chegou
auto,Entrega rápida,Ótimo custo x beneficio 
auto,EU RECOMENDO ,"MEU PRODUTO CHEGOU 1 SEMANA ANTES QUE O PREVISTO 
EU RECOMENDO
"
health_beauty,Tudo certo. ,"O produto foi bem embalado, gostei da preocupação para que não ficasse solto na caixa e pudesse vazar.
"
health_beauty,super legal,"tudo perfeito

"
health_beauty,super recomendo,Recebi meu produto no prazo e recomendo essa loja.
watches_gifts,Entrega ,"Entrega no prazo, frente justo e produto com bom preço. "
pet_shop,recomendo,"produto bonito, levíssimo e super bem acabado."
housewares,bom,comprei dois potes e só entregaram um. Até agora não resolveram meu problema.
housewares,Pensei ser maior ,Achei que os potes eram maiores mais valeu valor dele legal 👍🏼 
electronics,muito possitivo,sinto me muito seguro comprar na lannister seus parceiros cumpre com o anuncio parabéns ao funcionarios.
electronics,recomendo,otimo
electronics,SUPER RECOMENDO,RAPIDEZ E EFICIÊNCIA.
electronics,òtimo fornecedor,"O produto adquirido atende as especificações contida no site, foi entregue com 15 dias de antecedência e recomendo as compras pelo site da lannister.com "
electronics,ok,ok
electronics,Recomendo,Produto chegou no prazo. Bem condicionado. Mas ainda não tive tempo para testar.
electronics,10,"Recomendo, preço bom, o produto chegou certinho, no prazo estipulado👏🏻"
signaling_and_security,recomendo,Entrega dentro do prazo. Bom atendimento.
sports_leisure,Boa,Recomendo
sports_leisure,8,"Muito correta esta loja,recomendo...."
bed_bath_table,Ainda nao recebi o produt,Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.
toys,Boa,-
toys,Otimo produto,"A cabana é bem ventilada, muito facil de nontar e linda recomendo com certeza."
toys,Muito bom!,Entregou antes do prazo e o produto correspondeu as minhas espectativas!
toys,Entrega super rápida!!!!,Amei a cabana e a entrega ocorreu em 1 dia útil.
bed_bath_table,Recomendado,"Produto muito bom, exatamente como imaginei. Prazo de entrega cumprido com antecipação. Problema de quantidade resolvido em prazo recorde. Parabéns lannister e Parceiros."
stationery,Muito bom,Muito bom o vendedor
health_beauty,Bom,Recomendo
health_beauty,Entraga super rápida ,Produto entregue em dois dias muito bom 
perfumery,Recomendo!,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa."
drinks,Perfeito!,"bom preço, entrega rápida, tudo certo"
drinks,recomendo,entregue no prazo
drinks,elogio,"comecei usar o produto ontem, nao tenho como avaliar a eficacia. entrega rapida e bem embalado."
drinks,Excelente ,Obrigada por dar tudo certo
drinks,Otimo,Otimo
electronics,Compra Ok,"Tudo certo, entrega rápida!"
computers_accessories,Cartucho Tinta HP,Chegou dentro do prazo.
computers_accessories,Produto entregue errado,Foi entregue um cartucho colorido 901 no lugar do Preto 901 XL. Solicito orientação para a troca do produto.
bed_bath_table,Ótimo ,Ótimo produto e recomendo 
musical_instruments,Captador Presys Blend,Tudo ok!
musical_instruments,Dificuldade para receber.,"Quando comprei o produto e paguei envio pensei que fosse receber o mesmo em casa.

Recebi email mandando que fosse pegar nos correios. Não gostei dessa informação. 
Fui buscar. Foi devilvido."
home_construction,entrega no prazo e,entrega no prazo e gostei muito do produto
home_construction,Ótimo,Adoro comprar nas lojas lannister
home_construction,Vendedor Sem Compromisso.,"Comprei 3 plafons de led, 2 ralos inteligentes e 2 luminarias. Um dos ralos veio quebrado, comprometendo a funcionalidade do mesmo, e as 2 luminárias simplesmente não foram entregues. E ate agora nada"
home_construction,Luminária pendente ok,"Demorou muito pra ter uma resposta ou nota do produto, devido aos jogos da copa (segundo informações no pedido).
Mesmo assim chegou antes do prazo....produto respondeu as expectativas !!!"
home_construction,Não recebi o produto comp,"Não recebi o produto comprado completo. Comprei dois pendentes, mas só entregaram um.
Como faço para receber o restante?"
home_construction,Não recebi o produdo ,Data prevista de entrega era dia 10/08 é ainda não recebi.
health_beauty,Facil troca,Otimo produto e de fácil substituição no aparelho. Demorei nem 2 min para troca
health_beauty,Ótimo,"Apesar da manifestação dos caminhoneiros, o produto foi entregue a contento."
health_beauty,Muito bom,"Sempre gostei de comprar neste site, devido as divergências com o cartão stark que cobra a anuidade muito caro eu canselei o meu cartão stark e fui comprar nos concorrentes. "
bed_bath_table,Muito satisfeito ,"Gostei muito de todo o processo de compra. O produto condiz exatamente com a descrição e a qualidade é melhor que o esperado, afinal o kit custa o valor de uma camiseta. Voltarei a comprar com certeza"
kitchen_dining_laundry_garden_furniture,Super recomendo,Material entregue corretamente 
housewares,Recomendo,"A única ressalva é a válvula ou torneirinha, que achei ser de baixa qualidade, no mais a Siqueira é bem interessante."
electronics,Maravilhoso,"Produto bom recebi bem antes do esperado tudo perfeito, super recomendo."
electronics,1ª compra gostei,"Sendo a primeira vez que compra, gostei muito da compra e do prazo de entrega."
sports_leisure,recomendo,fui atendido satisfatorio
fashion_shoes,Ótimo,"Meu produto chegou no prazo certo e no pedido certo, obrigado por tudo
"
watches_gifts,recomendo,entrega 14 dias antes do prazo estabelecido
construction_tools_construction,recomendo,"aparelho util, bom, pratico, poderia ser mais robusto e mais silencioso, na faixa de preço sem concorencia"
health_beauty,***** super recomendo,"Muito rápida mesmo com paralisação dos caminhoneiros não atrasou a entrega.
Gostei muito. "
bed_bath_table,parcial,Entregas separadas...ainda não chegou todo o pedido
costruction_tools_garden,Otimo,Compra prática e eficiente
housewares,O ótimo,"Gostei muito da panela e do vendedor chegou no prazo
"
housewares,SUPER RECOMENDO,A ENTREGA FOI RÁPIDA. A PANELA É DE EXCELENTE QUALIDADE.
housewares,Ótimo ,"A compra foi um sucesso total, chegou muito rápido nunca tinha feito uma compra no site pra chegar tão antes do prazo da entrega assim, produto exelente, silencioso conzinha rapidinho. 
RECOMENDO!!!"
housewares,Nota mil ,"Eu sempre admirei a empresa de vocês sempre compro aí o caro é só o frete.
Um abraço "
housewares,Muito bom!,Ótimo produto! 
housewares,Excelente,"Loja entregou o produto antes do prazo, recomendo"
housewares,Produto excelente,Recomendo a loja e o produto
housewares,Estou agradabilíssimo! ,"Ótima loja, fez a entrega no prazo determinado. Obrigado!"
housewares,Sempre perfeita,O produto é de excelente qualidade. Entrega antes do prazo. Sou cliente antigo. Aqui encontro tudo que preciso e com um preço justo. 
sports_leisure,Recomendo,Entrega antes do prazo!
industry_commerce_and_business,EXCLENTE,PRODUTO DE PRIMEIRA QUALIDADE E CHEGOU NO PRAZO PREVSITO.
industry_commerce_and_business,Boa ,"O produto deveria vir com parafusos
"
industry_commerce_and_business,"Bom, porém","Uma das araras veio torta, os furos para fixação na parede também não são alinhados.
Produto tem qualidade porém estes item precisam ser melhorados"
industry_commerce_and_business,Excelente!,Chegouu bem antes do prazo e o produto é óóótimo!!!
auto,desagradavel,"Eram mais de um item e até agora só chegou a panela de pressão . Estou habituada a comprar nas lojas lannister e tenho esperança de receber o que paguei.
Kit Vitrificador de plástico e Revelador de "
bed_bath_table,Loja Parceira,Entregou dentro do Prazo ótimo produto
sports_leisure,capa de bicicleta,"a cor azul da capa é bem esmaecida e na foto era bem viva, de resto, tudo ok,"
sports_leisure,5,5
sports_leisure,recomendo,melhor custo beneficio de produtos semelhantes disponiveis no mercado
sports_leisure,òtima qualidade,"excelente qualidade, a capa vem dentro de uma embalagem do mesmo tecido"
health_beauty,Muito bom,"Chegou muito rápido e bem embalado, o que dificulta que o produto fique danificado."
watches_gifts,Muito bom ,Prazo certo e bom produto.
books_general_interest,Ótimo ,Chegou até antes da data! Adorei tudo inteiro em perfeito estadom..obrigada!
books_general_interest,Divergencia,"Comprei 02 Livros, e apenas 01 foi entregue"
furniture_decor,Muito Bom,Gostei do produto e chegou antes do prazo.
construction_tools_construction,Entrega Parcial,Recebei apenas um dos dois produtos. o Rolo de liberação miofascial não foi entregue.
electronics,Vou Instalar ele hj,Muito Obrigado
electronics,Pneu e suporte articulado,Show de bola continuem assim
electronics,Bom,Bom
auto,Passou o prazo de entrega,Já passou o prazo de entrega e ainda não recebi o produto.
bed_bath_table,material do tecido muito ,"preço otimo,e material muito bom,eu recomendo"
bed_bath_table,Amei! ,Muito bonito!!!! Satisfeita com o material!!! 
books_general_interest,Produto não entregue,Comprei o produto e está com 5 dias de atraso na entrega e ninguém entra em contato para explicar. Eu não consigo contato com a loja.
baby,.,.
sports_leisure,Muito bom,boom 
health_beauty,Chateada,Esperava qualidade no atendimento e estou tendo muita dor de cabeça.
musical_instruments,Boquilha,"Produto OK, entregue no prazo estabelecido"
sports_leisure,Show,Chegou antes do prazo👍🏼 Muito bom 
furniture_decor,RECOMENDO,PRODUTO ENTREGUE DENTRO PRAZO ESTABELECIDO.
electronics,Assim que tem que ser,"Ótimo atendimento, gostei"
stationery,Atendimento Péssimo ,"Primeira e Última vez que compro com essa loja, comprei uma mesa cavalete no dia 02/08/2018 , hoje estamos no dia 24/08/2018 e minha mesa ainda não foi entregue , não consigo contato com a loja"
computers_accessories,Satisfeito ,Bom produto!
bed_bath_table,Ótima,Eles cumprem o que divulgaram
bed_bath_table,recomendo,"Solicitei a troca do tapete antes da entrega. Porém, era para na entrega eu nao receber e o meu condomínio recebeu. O produto não foi aberto e preciso fazer a troca por um tapete 3x2. Estou aguardando"
bed_bath_table,Produto diferente ,O produto recebido não é o mesmo que foi comprado. Manifesto desejo de fazer devolução. 
health_beauty,FALAR C/ATENDENTE NO SAC,"Realizei a compra e o pgto no msm dia e ele foi confirmado em 1 dia. Levou semanas para a emissão da nota fiscal. A nota foi emitida, mas até hj o produto não foi p transporte. Ou seja, nunca nem vi!"
telephony,Ok,Ok conforme anunciado
fashion_bags_accessories,Ótimo,Ótimo serviço de entrega
watches_gifts,Otimo,Entrega rapida
home_construction,Ótimo! ,O produto chegou bem embalado e antes do prazo. Estou muito satisfeita!
auto,Recebi o produto avariado,A capa veio danificada. Colada. Já abri reclamação e aguardo o reembolso do meu dinheiro.
furniture_decor,Amei!,Muito lindo! Nota 10.
furniture_decor,Excelente,"Amei Meu quadro, perfeito.. indentico ao anúncio, não falhou em nada. Como sempre as lojas lannister arrasa em seus produtos e na rapidez da entrega. Parabéns!!!!"
health_beauty,Entrega rápida,A entrega pra São Paulo aconteceu muito antes do prazo estimado.
auto,Muito bom,"Muito bom, comprei no site e chegou tudo certinho, obrigada."
watches_gifts,nada de reclamar,"no mesmo dia fiz aquisição de dois relógios, chegou o 1º o 2º ainda não."
garden_tools,Muito bom,Nada tenho contra a loja. E recomendo sem sombra de dúvida. Recusei o recebimento do produto porque estava em desacordo com a utilização. Obrigada.
stationery,Super recomendo,"ótimo produto, atendeu as minhas expectativas e recomendo, produto muito bom. "
watches_gifts,Satisfeito com a compra,"Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito."
watches_gifts,não recebi o produto,Comprei faz meses esse relógio e até a presente data não recebi e me sinto lesado e prejudicado pois comprei com antecedência para dar de presente e não chegou até agora!
housewares,Entrega Parcial,"Recebi apenas um item do pedido! A nota-fiscal está correta(também tem apenas um item)!
Mas e o outro item? O que aconteceu? Não sei de nada!"
bed_bath_table,Péssimo,"O prazo de entrega é excelente agora o produto é péssimo veio rasgado o meu pedido fiquei completamente insatisfeita.
"
electronics,optimo,muito bom
telephony,Pura enganação,"lannister possui parceiros que são de confiança, sendo assim , não contem mais comigo!"
telephony,Bom desempenho!,Satisfeita com a compra e com a empresa que foi rápida e eficiente como das outras vezes!
telephony,10,"Ótima loja.
Entregou no prazo. 
Eu recomendo. "
garden_tools,Furadeira Stanley,Produto ok. Loja muito rápida. 
furniture_bedroom,Ótima qualidade,"Produto de ótima qualidade, fácil instalação e entrega rápida!"
watches_gifts,recomendo ,"chegou muito rápido,faltou apenas o certificado de autenticidade, que necessário caso precise utilizar a garantia. "
watches_gifts,Produto mal embalado ,Produto chegou com risco e manchado. 
watches_gifts,Péssima ,Não comprem desta loja! Tentei fazer o cancelamento da compra por 5 vezes e só fui atende depois de ter recusado a entrega do Correio.
watches_gifts,Relogio,Muiuo boa 
pet_shop,recomendo,Foi uma ótima compra
pet_shop,Produto bom,O produto eh bom..e atendeu minhas expectativas de forma parcial devido a grama sintética ser d má qualidade..
pet_shop,Produto bom,"Gostei do produto, vai ajudar no adestramento do meu cão."
pet_shop,gostei,Gostei do produto apesar de que o tapete de grama é muito fraco
pet_shop,Produto inferior ,"Produto bem inferior as imagens, a grama veio toda desfiada e soltando as fibras !!!
Só não devolvi pelo urgência em usar."
pet_shop,Ok,"Tamanho meio pequeno e a grama sintética tem pouca qualidade, esperava algo um pouco mais resistente. Mas pelo valor compensou. Conforme a imagem "
pet_shop,Bom produto ,"Gostei muito do produto.
Ideal pra pequenos espaços.
"
pet_shop,Entrega rapida,"Na capa do produto tem um labrador sentado.
Não cabe nem a pata do labrador! Imagem engana bem."
pet_shop,PESSIMO,"O PRODUTO O QUAL CHEGOU EM MINHA RESIDENCIA , ERA SIM O PRODUTO O QUAL EU HAVIA FEITO O PEDIDO, POREM O PRODUTO NAO ESTAVA NOS PADROES O QUAL DEVERIA SE ENCONTRAR , FOI UMA FALTA TOTAL DE RESPEITO ."
pet_shop,Foto enganosa ,Foto muito diferente principalmente a graninha sintética muito rala...diferente da foto
